PDFname: CT14HERA2NNLO
 DATA SET: 542; Expt Name: CMS7jtR7y6; Expt Npt: 158;
!METADATA
{542, CMS7jtR7y6,     Pt         Ymn      Ymx          Exp      Th./Norm     TotErr     EXP/FIT  ERR/FIT    ChiSq  Shift    ShiftedData  UnCorErr  ReducedChi2  lob/lio, 1., 158, R^2, r(k) =   31.155  -0.956   0.121   0.682  -0.306  -0.754   0.475   0.146  -0.044  -0.856   2.472  -0.376   0.009   1.310   1.425   0.000   0.655   0.000  -0.921  -0.357  -1.892   0.804  -0.322  -0.615  -3.465, 3.53946, R^2, r(k) =   31.155  -0.956   0.121   0.682  -0.306  -0.754   0.475   0.146  -0.044  -0.856   2.472  -0.376   0.009   1.310   1.425   0.000   0.655   0.000  -0.921  -0.357  -1.892   0.804  -0.322  -0.615  -3.465}
!DATA
ipt   x            Q       Exp        TotErr       ShiftedData   UnCorErr     r_1           r_2          r_3          r_4            r_5           r_6          r_7           r_8           r_9           r_10         r_11         r_12         r_13          r_14         r_15         r_16         r_17         r_18          r_19           r_20          r_21          r_22          r_23          r_24         r_25          r_26          r_27          r_28           r_29         r_30         r_31          r_32         r_33         r_34         r_35         r_36          r_37          r_38         r_39          r_40          r_41           r_42         r_43          r_44         r_45          r_46         r_47         r_48         r_49          r_50          r_51          r_52         r_53         r_54          r_55         r_56         r_57
120   0.391313     544.    29.886        1.438        32.21         0.3368       0.158848      0.144893     0.123515     0.30285       -0.169537     0.29424      0.0555226    0.415974     0.0347387    0.121437     0.180819      0.154394      0.170724      0.155285      0.100653      0.161817      0.120546     0.13747       0.167162     0.267221      0.0558195    0.222684     0.094715     0.0769002    0.264846      0.149644      0.13361       0.219715     0.0757126      0.138064     0.147565      0.139549     0.160629      0.0415677    0.272862      0.0727435      0.236639     0.0715558    0.221793     0.125891      0.169834      0.275831      0.0727435     0.241686     0.0480998    0.165083     0.116093     -0.0332542    0.401425     0.270784      0.0662114    -0.120843    0.665677      0.0926366      0.057601     0.144299      0.166271
121   0.431595     600.    15.909        0.7405       17.01         0.1945       -0.42982      -0.425193    -0.469409    -0.358869     -0.64473      -0.300257    -0.46581     -0.0652956   -0.600514    -0.413882    -0.40617      -0.426221     -0.394859     -0.393316     -0.431877     -0.402571     -0.430848    -0.450386     -0.367609    -0.333162     -0.442674    -0.341388    -0.514139    -0.520308    -0.262211     -0.449357     -0.374293     -0.390746    -0.452956      -0.44473     -0.402571     -0.425707    -0.426221     -0.548586    -0.271465     -0.468895      -0.36401     -0.430848    -0.396401    -0.415424     -0.419537     -0.202057     -0.557841     -0.328535    -0.496144    -0.379949    -0.435476    -0.627249     -0.230848    -0.337789     -0.45964     -0.74653     -0.107969     -0.425193      -0.494602    -0.410797     -0.416967
122   0.474755     660.    8.4595        0.3787       8.977         0.0919       -0.240479     -0.251034    -0.300544    -0.280087     -0.451469     -0.161153    -0.299891    0.289663     -0.518607    -0.163439    -0.248313     -0.218063     -0.245375     -0.209684     -0.283787     -0.235256     -0.24222     -0.301741     -0.175626    -0.225571     -0.233406    -0.133515    -0.31926     -0.421654    -0.0189336    -0.311534     -0.174211     -0.220892    -0.252884      -0.287269    -0.211752     -0.221872    -0.252775     -0.388466    -0.0779108    -0.249402      -0.223286    -0.200326    -0.242873    -0.261262     -0.210337     0.0801959     -0.408814     -0.14222     -0.34407     -0.179543    -0.273776    -0.481284     -0.0976061   -0.180522     -0.29543     -0.692492    -0.128292     -0.247661      -0.330686    -0.256801     -0.217084
123   0.520792     724.    4.4584        0.1947       4.695         0.05128      0.577418      0.548362     0.50312      0.431552      0.470749      0.583853     0.523401     1.15211      0.272036     0.675897     0.521646      0.586778      0.546022      0.583853      0.540367      0.549337      0.579563     0.49883       0.652301     0.549142      0.609399     0.687988     0.48869      0.349454     0.824688      0.454758      0.679602      0.562988     0.579173       0.50156      0.601404      0.582683     0.548557      0.424337     0.716264      0.592044       0.538027     0.677652     0.507215     0.564548      0.596529      0.933892      0.378315      0.645086     0.4961       0.650546     0.546997     0.353939      0.613885     0.582488      0.541732     0.143526     0.434282      0.591264       0.495515     0.563183      0.575663
124   0.568267     790.    2.4132        0.1036       2.517         0.03032      -0.49934      -0.529354    -0.587071    -0.675462     -0.536609     -0.51748     -0.530343    0.0135224    -0.768799    -0.395449    -0.572559     -0.476583     -0.546834     -0.514512     -0.522757     -0.53595      -0.491095    -0.565963     -0.433377    -0.558047     -0.44558     -0.394789    -0.586412    -0.73153     -0.266491     -0.634894     -0.376319     -0.53529     -0.48219       -0.586412    -0.491755     -0.483839    -0.550462     -0.608509    -0.41029      -0.486807      -0.562005    -0.386214    -0.583113    -0.525726     -0.497361     -0.165567     -0.683377     -0.481201    -0.542546    -0.436346    -0.530343    -0.671834     -0.525726    -0.532982     -0.524077    -0.872032    -0.810026     -0.456794      -0.578166    -0.512533     -0.511544
125   0.61862      860.    1.2982        0.05509      1.342         0.01455      -0.955326     -0.981443    -1.00825     -1.22543      -0.884536     -1.03368     -0.90378     -0.373883    -1.18076     -0.787629    -1.01787      -0.91134      -0.989003     -0.956014     -0.936082     -0.95189      -0.87354     -1.00275      -0.836426    -1.01237      -0.835052    -0.854983    -1.03436     -1.14639     -0.659794     -1.09553      -0.77457      -1.02062     -0.865979      -1.04674     -0.912027     -0.914777    -0.962199     -1.04055     -0.849485     -0.868729      -1.04055     -0.776632    -1.0323      -0.924399     -0.898282     -0.564948     -1.09141      -0.912715    -0.96701     -0.83299     -0.990378    -1.0866       -1.06804     -0.984192     -0.934021    -1.25223     -1.46392      -0.846048      -0.981443    -0.953265     -0.961512
126   0.673289     936.    0.6841        0.02955      0.6997        0.008221     -0.87167      -0.909865    -0.897701    -1.13161      -0.736407     -0.96071     -0.838098    -0.438146    -1.09086     -0.717918    -0.939545     -0.845031     -0.910352     -0.873981     -0.863399     -0.907797     -0.820946    -0.930057     -0.805985    -0.978105     -0.747354    -0.785914    -0.916434    -1.05267     -0.65503      -1.02591      -0.68471      -0.951952    -0.799416      -0.943316    -0.836151     -0.839679    -0.905243     -0.919475    -0.837976     -0.787739      -0.99331     -0.668653    -0.993188    -0.857925     -0.855005     -0.567449     -1.00207      -0.884199    -0.84199     -0.78786     -0.889551    -0.931882     -1.02786     -0.961805     -0.833475    -1.1096      -1.4587       -0.807079      -0.850748    -0.874103     -0.865588
127   0.729396     1014.   0.35396       0.01574      0.3582        0.004799     -0.423838     -0.448427    -0.428423    -0.639508     -0.237133     -0.505105    -0.368618    -0.135445    -0.558241    -0.295895    -0.484476     -0.385497     -0.44926      -0.428839     -0.40175      -0.444259     -0.370911    -0.462805     -0.375287    -0.517608     -0.306939    -0.356949    -0.446968    -0.538029    -0.274641     -0.53407      -0.259846     -0.491352    -0.337987      -0.469473    -0.379454     -0.400083    -0.443634     -0.414461    -0.434049     -0.332153      -0.525735    -0.239633    -0.526568    -0.398208     -0.412378     -0.218587     -0.491144     -0.453219    -0.359867    -0.347989    -0.428423    -0.422796     -0.592207    -0.525318     -0.367368    -0.520525    -1.00625      -0.366743      -0.373203    -0.411127     -0.423838
128   0.788381     1096.   0.18425       0.008236     0.1843        0.001912     -0.742678     -0.811192    -0.760983    -1.00575      -0.499477     -0.912134    -0.673117    -0.573222    -0.856695    -0.656904    -0.827929     -0.716004     -0.816946     -0.79341      -0.747908     -0.805962     -0.679393    -0.786088     -0.734833    -0.937762     -0.583682    -0.726464    -0.771444    -0.870816    -0.642259     -0.888598     -0.577406     -0.844665    -0.638598      -0.823222    -0.725418     -0.752092    -0.798117     -0.718619    -0.817992     -0.666318      -0.935669    -0.569561    -0.870293    -0.748954     -0.788703     -0.606695     -0.788703     -0.825314    -0.643305    -0.665272    -0.79341     -0.729079     -1.00889     -0.886506     -0.656904    -0.767782    -1.4681       -0.702406      -0.651674    -0.74477      -0.75
129   0.851681     1184.   0.092829      0.004315     0.09173       0.0009943    -0.435784     -0.460525    -0.412853    -0.617822     -0.171578     -0.549331    -0.375541    -0.406819    -0.457206    -0.369808    -0.480237     -0.419793     -0.475309     -0.454692     -0.407422     -0.473499     -0.389822    -0.42814      -0.443226    -0.589058     -0.294076    -0.448959    -0.411848    -0.459821    -0.418083     -0.533541     -0.307654     -0.533742    -0.343961      -0.467565    -0.425023     -0.424319    -0.459519     -0.365584    -0.525898     -0.346777      -0.566529    -0.274464    -0.547119    -0.422609     -0.448657     -0.426732     -0.399175     -0.532837    -0.334306    -0.376043    -0.447551    -0.341748     -0.665292    -0.575681     -0.35261     -0.317208    -1.04325      -0.417882      -0.264005    -0.432566     -0.438701
130   0.917859     1276.   0.045839      0.002283     0.04467       0.0005199    -0.271398     -0.281208    -0.234276    -0.347759     -0.0780919    -0.360839    -0.22312     -0.427775    -0.187728    -0.284093    -0.302943     -0.267359     -0.301789     -0.294095     -0.253126     -0.314484     -0.245239    -0.237353     -0.302366    -0.379304     -0.174457    -0.331025    -0.242354    -0.221966    -0.333526     -0.322754     -0.21004      -0.344105    -0.215234      -0.281785    -0.288325     -0.264089    -0.289479     -0.185036    -0.388921     -0.225813      -0.354876    -0.204462    -0.345066    -0.250433     -0.286401     -0.388152     -0.187728     -0.376996    -0.1583      -0.25101     -0.285247    -0.146759     -0.441046    -0.384689     -0.201577    -0.0727063   -0.6382       -0.297173      -0.0882862   -0.260242     -0.295826
131   0.986914     1372.   0.022179      0.001212     0.02132       0.0002778    -0.390209     -0.358171    -0.320014    -0.348812     -0.263139     -0.417927    -0.337293    -0.648308    -0.212023    -0.435565    -0.37257      -0.395608     -0.387689     -0.37977      -0.342333     -0.396688     -0.363211    -0.301296     -0.421526    -0.430166     -0.336213    -0.443125    -0.311375    -0.242981    -0.50036      -0.397768     -0.356731     -0.385889    -0.37725       -0.345572    -0.386609     -0.37653     -0.386609     -0.298776    -0.460763     -0.385529      -0.38049     -0.37941     -0.37725     -0.361771     -0.395248     -0.545356     -0.237581     -0.471202    -0.274658    -0.386609    -0.37689     -0.25414      -0.430166    -0.435565     -0.306695    -0.115191    -0.416487     -0.420086      -0.187545    -0.355292     -0.401008
143   0.199242     168.    16209.        1179.        19000.        216.7        2.10752       2.18874      2.19659      2.26857       2.24781       2.07245      2.16151      1.15874      2.39455      1.94555      2.17674       2.10245       2.1269        2.14998       2.08122       2.18597       2.03461      2.15828       2.02723      2.03922       2.15598      1.81634      2.33041      2.48408      1.61975       2.43886       1.64975       2.09091      2.12367        2.22473      2.02307       2.01938      2.18228       2.22104      1.94785       2.08583        2.09922      1.90586      2.19428      2.01707       2.08214       1.44716       2.34102       2.06368      2.12183      1.89525      2.18551      2.35764       1.93632      2.04661       2.17074      2.59622      2.20628       2.06368        2.0886       2.15182       2.03323
144   0.230078     194.    8282.4        573.7        9572.         125.         -0.40776      -0.35936     -0.30424     -0.18016      -0.42152      -0.39648     -0.39488     -1.15112     -0.12616     -0.57792     -0.33104      -0.41872      -0.38736      -0.38376      -0.41208      -0.34376      -0.4792      -0.33408      -0.4936      -0.42152      -0.42032     -0.61344     -0.26672     -0.11176     -0.7816       -0.1504       -0.72336      -0.3972      -0.4196        -0.30672     -0.46544      -0.46296     -0.36088      -0.2996      -0.52704      -0.436         -0.35968     -0.59864     -0.3028      -0.45152      -0.41568      -0.91456      -0.198        -0.4296      -0.41904     -0.56808     -0.34192     -0.22088      -0.44992     -0.42584      -0.3784      -0.0332      -0.1216       -0.43416       -0.42112     -0.37784      -0.44768
145   0.2704       228.    3634.3        239.5        4158.         66.23        -0.0218934    0.00603956   0.055413     0.20761       -0.14963      0.027631     -0.0398611   -0.550053    0.199305     -0.171071    0.041371      -0.0347275    -0.00468066   -0.00890835   -0.0385022    0.0300468     -0.095425    0.0366903     -0.102069    0.000754945   -0.0609995   -0.141779    0.0508833    0.171222     -0.270723     0.130605      -0.223766     0.00830439   -0.0693039     0.0391061    -0.0631134    -0.0525442   0.00513363    0.0531481    -0.0889325    -0.0831949     0.0445417    -0.195833    0.0736826    -0.0442398    -0.0421259    -0.368715     0.119583      -0.0301978   -0.0434848   -0.145402    0.0244602    0.0711158     0.0323116    -0.00362374   -0.0114752   0.186924     0.369772      -0.0613015     -0.0297448   -0.00664352   -0.0478635
146   0.315467     266.    1476.8        95.47        1679.         37.82        1.16869       1.17636      1.22607      1.35325       1.01401       1.2377       1.16552      0.927287     1.32575      1.08038      1.21629       1.16526       1.18747       1.18985       1.15627       1.18985       1.14595      1.20122       1.14252      1.21629       1.12745      1.13591      1.20386      1.25331      1.06875       1.22422       1.1137        1.22871      1.12401        1.211        1.1449        1.15204      1.19461       1.20836      1.17266       1.11846        1.23427      1.07245      1.24775      1.18562       1.16182       1.00661       1.25674       1.17583      1.16208      1.10947      1.18482      1.19513       1.26732      1.20122       1.1597       1.24722      1.51851       1.13908        1.17002      1.17134       1.16393
